"gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue",,,,,,,,,,
"1319231672	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/359c5b7b7-142b-4057-bc45-ddfe8de2e799	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO	Zipaquira", N," Laguna Verde	Cundinamarca	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-10-01T00:00:00		10	1923	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	239935	No Number			CC0_1_0		Nicefero Maria"," (Brother)			2020-10-07T12:53:32.221Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,
"1319206001	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/358a36f91-9482-4a44-9c8b-28f566fb8890	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		VE	San Agustin"," 5 Km NW Caripe	Monagas	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862	10.2	-63.53			1180.0				1967-07-11T00:00:00	11	7	1967	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	415065	14115			CC0_1_0		Smithsonian Venezuelan Project			2020-10-07T12:53:22.888Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1319108331	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3544c5bcc-4f9d-4b08-99e2-4be0034abbd6	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	546605	No Number			CC0_1_0		Collector Unknown			2020-10-07T12:53:05.827Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1319075946	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/352de99fa-31e5-4d4a-a9f2-8e69c27e26f2	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	A21826	872			CC0_1_0		Collector Unknown			2020-10-07T12:53:23.033Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1319050043	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/351b5cb42-7381-4edb-9f19-c3c60ae57c55	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		VE	San Agustin"," 5 Km NW Caripe	Monagas	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862	10.2	-63.53			1180.0				1967-07-11T00:00:00	11	7	1967	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	415066	14126			CC0_1_0		Smithsonian Venezuelan Project			2020-10-07T12:53:22.993Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1318865463	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/34988c27e-a906-418f-ada2-c8b390aba259	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		BO	Santa Cruz	Santa Cruz	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-09-10T00:00:00	10	9	1966	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	391003	13124			CC0_1_0		M. Acasigue			2020-10-07T12:52:54.233Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1318671186	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/340f66c8a-f1f6-4f51-9fc6-ef59171c3ba2	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		PY	Pedro P. Pena", 6 Km E," At Lomitas	Boqueron	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-08-28T00:00:00	28	8	1965	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	390349	12128			CC0_1_0		M. Kuns			2020-10-07T12:53:17.275Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,
"1318614152	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/33e70abc6-5c87-49e9-8ef7-3620c61503ea	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO	Zipaquira", N," Laguna Verde	Cundinamarca	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-12-06T00:00:00	6	12	1923	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	239933	No Number			CC0_1_0		Nicefero Maria"," (Brother)			2020-10-07T12:52:53.270Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,
"1318418448	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/335c91216-5e67-4038-8516-2e43e895a4cd	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		BO	San Joaquin", In Church," #110 M. 13.	El Beni	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1965-08-16T00:00:00	16	8	1965	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	364926	8428			CC0_1_0		M. Kuns			2020-10-07T12:52:52.697Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,
"1318084872	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/327038815-bd89-46a8-928f-8fc6de353c1a	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1934-01-23T00:00:00	23	1	1934	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	258581	no number			CC0_1_0		A. Warner			2020-10-07T12:53:19.639Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1318031894	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/324ac7a45-3016-42ce-9a2a-12427e7c0ca1	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		VE	San Agustin"," 5 Km NW Caripe	Monagas	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862	10.2	-63.53			1180.0				1967-06-23T00:00:00	23	6	1967	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	415053	13647			CC0_1_0		Smithsonian Venezuelan Project			2020-10-07T12:53:01.977Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1318016586	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3240174af-8639-42fb-b933-da332da3c10f	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		PE	Arequipa"," From Indian House	Arequipa	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1944-05-12T00:00:00	12	5	1944	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	277576	4466			CC0_1_0		R. Gilmore			2020-10-07T12:52:47.240Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1317986354	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/322a8d74f-9f71-46b5-ac4f-0449dea4249e	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		BO	Bella Vista"," Rio Itonama	El Beni	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1970-04-28T00:00:00	28	4	1970	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	461037	023030			CC0_1_0		M. Kuns & P. Webb			2020-10-07T12:53:25.734Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1317859911	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/31d137266-3dcf-4c97-978b-9fdca3f094d0	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1891-01-01T00:00:00			1891	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	A35083	No Number			CC0_1_0		Collector Unknown			2020-10-07T12:52:56.849Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317850512	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/31ca9f0c7-8a17-4cda-a19d-3964f02b4bac	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		BO	Santa Cruz	Santa Cruz	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-08-31T00:00:00	31	8	1966	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	390997	13068			CC0_1_0		F. Becerra			2020-10-07T12:52:49.704Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317792103	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/31a10d704-5e0a-4402-a406-dc0b0aa799f7	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1883-03-30T00:00:00	30	3	1883	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	A20900	No Number			CC0_1_0		Collector Unknown			2020-10-07T12:52:52.228Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317769981	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/31919f3a8-cb45-4ec6-b003-423cc63e0cc6	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO	Zipaquira", N," Laguna Verde	Cundinamarca	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-12-06T00:00:00	6	12	1923	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	239984	No Number			CC0_1_0		Nicefero Maria"," (Brother)			2020-10-07T12:53:19.012Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,
"1317662397	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/31457950a-8c9d-49a1-bdb7-9dde86ab337a	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		BO	Santa Cruz	Santa Cruz	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-09-08T00:00:00	8	9	1966	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	390999	13099			CC0_1_0		R. Villalobos			2020-10-07T12:53:22.517Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317662260	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3145503b1-062b-479b-ba2e-542982125a09	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO	Zipaquira", N," Laguna Verde	Cundinamarca	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-12-06T00:00:00	6	12	1923	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	239987	No Number			CC0_1_0		Nicefero Maria"," (Brother)			2020-10-07T12:52:48.283Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,
"1317647035	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/313a8a8bb-357c-4b33-b357-581fb6f814da	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		VE	San Agustin"," 5 Km NW Caripe	Monagas	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862	10.2	-63.53			1180.0				1967-06-30T00:00:00	30	6	1967	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	415061	13814			CC0_1_0		Smithsonian Venezuelan Project			2020-10-07T12:53:26.968Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1317592039	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3113cf121-e19f-4eda-8c47-4c894f48d8e1	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	15799	No Number			CC0_1_0		L. Schmid & Schmid"," (Sons)			2020-10-07T12:52:47.371Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1317508369	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30d8d1767-6cc4-4594-bfb1-6966120cbccb	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		VE	San Agustin"," 5 Km NW Caripe	Monagas	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862	10.2	-63.53			1180.0				1967-06-27T00:00:00	27	6	1967	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	415058	13742			CC0_1_0		Smithsonian Venezuelan Project			2020-10-07T12:53:11.220Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1317506510	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30d780ee8-1492-48bf-acf5-0e5e2f624193	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-11-01T00:00:00		11	1923	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	240749	1152			CC0_1_0		F. Wulsin			2020-10-07T12:53:24.729Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317501806	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30d42138e-b2b8-43dc-9f5f-995d645f9398	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		BO	Santa Cruz	Santa Cruz	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-09-08T00:00:00	8	9	1966	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	390998	13089			CC0_1_0		M. Acasigue			2020-10-07T12:53:17.412Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317499277	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30d25b7a0-c451-4d85-9942-d5220c373590	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		PY	Tacuati"," Aca-Poi		PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1950-04-19T00:00:00	19	4	1950	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	293160	108			CC0_1_0		C. Wharton			2020-10-07T12:53:00.273Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1317468449	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30bc7f2c0-4a79-4768-9636-d2d404afc744	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	546604	No Number			CC0_1_0		Collector Unknown			2020-10-07T12:52:48.227Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317464176	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30b96d74b-e235-4392-af1a-e1fa0b940828	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		VE	Nr. San Agustin"," 3 Km NW Caripe	Monagas	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862	10.2	-63.53			1180.0				1967-07-10T00:00:00	10	7	1967	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	415067	14133			CC0_1_0		Smithsonian Venezuelan Project			2020-10-07T12:52:57.369Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"1317441089	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30a8f3368-b8c5-4ee2-b233-1323fab7c368	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	497292	RWT JR. 2159			CC0_1_0		R. Thorington			2020-10-07T12:52:48.007Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317412111	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30946dcb6-4c5c-47b8-890c-caf9324952af	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1932-01-08T00:00:00	8	1	1932	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	256775	4377.5			CC0_1_0		Collector Unknown			2020-10-07T12:53:25.255Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317404553	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/308f01ef4-05ea-487c-9870-47dd5db7492d	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO	Zipaquira", N," Laguna Verde	Cundinamarca	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-12-06T00:00:00	6	12	1923	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	239983	No Number			CC0_1_0		Nicefero Maria"," (Brother)			2020-10-07T12:53:22.697Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,
"1317319700	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3052f7c31-27b7-4aae-a5f8-faf07923bb46	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZZ			PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1918-02-06T00:00:00	6	2	1918	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	219035	No Number			CC0_1_0		G. Brigham			2020-10-07T12:52:46.014Z	StillImage	CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317299790	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3044fb948-318a-4a48-be9c-a2f38b007a29	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		BO	Santa Teresita	El Beni	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1966-07-12T00:00:00	12	7	1966	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	391400	8586			CC0_1_0		M. Kuns & S. Barba			2020-10-07T12:52:44.246Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,,
"1317275991	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/30342202e-ba9d-449c-8e47-86e30a4a4a4a	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO	Bogota", E," El Verjon	Cundinamarca	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1923-11-01T00:00:00		11	1923	5219702	5219702	PRESERVED_SPECIMEN	USNM	Mammals	239940	No Number			CC0_1_0		Nicefero Maria"," (Brother)			2020-10-07T12:53:14.585Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,
"1315021938	79684ec1-01e8-46cc-83cb-cd5bdfb469fe	4394064	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus	(Linnaeus"," 1758)	CO	Nacimiento del Rio Bogota..	Cundinamarca	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	5.21667	-73.5333			3365.0	0.0			2005-04-09T00:00:00	9	4	2005	5219702	5219702	PRESERVED_SPECIMEN	ICN	Mamiferos	17684		Hernández"," E.	2005-01-01T00:00:00	CC_BY_NC_4_0		Hernández"," E.			2020-10-08T08:18:46.921Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,,,
"1315021934	79684ec1-01e8-46cc-83cb-cd5bdfb469fe	4394063	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus	(Linnaeus"," 1758)	CO	Represa del Neusa.	Cundinamarca	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	5.16797	-73.9559							1976-06-29T00:00:00	29	6	1976	5219702	5219702	PRESERVED_SPECIMEN	ICN	Mamiferos	5304				CC_BY_NC_4_0		Renjifo"," J. M.			2020-10-08T08:18:52.276Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,,,,
"1292001680	3ad882bb-cd21-4201-8b83-3684bfc6d830	urn:catalog:UBCBBM:CTC:M006187	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CA	Toronto	Ontario	PRESENT	1	b542788f-0dc2-4a2b-b652-fceced449591	43.653184	-79.382912							1927-01-01T00:00:00			1927	5219702	5219702	PRESERVED_SPECIMEN	UBCBBM	CTC	M006187	KR 1463			CC0_1_0		K. Auden		NATIVE	2020-10-07T11:09:55.887Z		",,,,,,,,,
"1291995392	3ad882bb-cd21-4201-8b83-3684bfc6d830	urn:catalog:UBCBBM:CTC:M000147	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus					PRESENT	1	b542788f-0dc2-4a2b-b652-fceced449591									1937-10-01T00:00:00		10	1937	5219702	5219702	PRESERVED_SPECIMEN	UBCBBM	CTC	M000147				CC0_1_0		G. Holland		NATIVE	2020-10-07T11:09:56.347Z		",,,,,,,,,
"1291899864	8f7e3c45-4d76-4982-9478-651439e0cd4b	819565	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		0870a77b-587c-4369-a8ed-bc3d347b8e1c													5219702	5219702	PRESERVED_SPECIMEN	TUZ		TUZ903590				CC_BY_NC_4_0					2020-10-07T13:22:22.287Z	StillImage	COUNTRY_INVALID",,,,,,,,
